Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
239,Luke Kennard\kennalu01,SG,25,LAC,20,0,27.9,3.4,8.4,.405,2.4,5.9,.410,1.0,2.6,.392,.548,0.4,0.4,1.000,0.2,3.1,3.3,2.0,0.9,0.1,0.8,1.6,9.6
240,Louis King\kinglo02,SF,22,SAC,1,0,21.0,4.0,11.0,.364,3.0,8.0,.375,1.0,3.0,.333,.500,1.0,2.0,.500,0.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,12.0
241,Corey Kispert\kispeco01,SF,22,WAS,18,0,12.6,1.3,3.4,.393,0.4,2.1,.216,0.9,1.3,.667,.459,0.4,0.6,.727,0.4,1.4,1.8,0.6,0.2,0.2,0.4,0.4,3.6
242,Maxi Kleber\klebima01,PF,30,DAL,9,1,22.1,2.7,5.6,.480,1.6,3.8,.412,1.1,1.8,.625,.620,0.8,0.9,.875,1.2,4.4,5.7,1.1,0.6,1.1,0.4,2.2,7.7
243,Nathan Knight\knighna01,PF,24,MIN,8,0,2.6,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.8,1.0,.750,0.1,0.5,0.6,0.4,0.1,0.1,0.3,0.3,1.8
244,Kevin Knox\knoxke01,SF,22,NYK,4,0,3.8,0.3,1.0,.250,0.0,0.5,.000,0.3,0.5,.500,.250,0.3,0.5,.500,0.5,0.0,0.5,0.3,0.0,0.0,0.5,0.3,0.8
245,John Konchar\konchjo01,SG,25,MEM,18,0,14.5,1.5,2.9,.509,0.3,1.1,.316,1.2,1.9,.618,.566,0.2,0.4,.375,1.1,2.6,3.6,1.2,0.6,0.2,0.6,1.2,3.5
246,Furkan Korkmaz\korkmfu01,SG,24,PHI,19,5,25.0,3.6,9.4,.380,1.9,5.7,.333,1.7,3.7,.451,.480,1.0,1.3,.792,0.4,2.5,2.9,2.7,0.8,0.2,1.1,0.9,10.1
247,Vit Krejci\krejcvi01,SG,21,OKC,3,0,3.0,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.7,0.7,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.7
248,Jonathan Kuminga\kuminjo01,SF,19,GSW,13,0,7.8,1.2,3.0,.410,0.2,1.1,.143,1.1,1.9,.560,.436,0.6,1.0,.615,0.5,1.2,1.8,0.4,0.3,0.2,0.6,1.3,3.2
249,Kyle Kuzma\kuzmaky01,PF,26,WAS,20,20,32.9,5.0,11.8,.421,2.2,6.1,.355,2.8,5.7,.491,.513,1.4,2.3,.622,1.1,8.2,9.2,2.7,0.6,0.7,2.3,2.2,13.5
250,Jeremy Lamb\lambje01,SF,29,IND,16,0,13.9,2.2,5.4,.407,1.2,3.0,.396,1.0,2.4,.421,.517,1.6,1.6,1.000,0.1,2.3,2.4,1.1,0.5,0.4,0.5,1.0,7.2
251,Jock Landale\landajo01,C,26,SAS,5,0,3.2,1.0,1.4,.714,0.2,0.4,.500,0.8,1.0,.800,.786,0.4,0.6,.667,0.4,0.0,0.4,0.4,0.0,0.2,0.2,0.2,2.6
252,Romeo Langford\langfro01,SG,22,BOS,17,0,19.0,1.7,4.4,.387,0.9,2.1,.429,0.8,2.4,.350,.487,0.5,0.6,.727,0.9,2.2,3.2,0.5,0.4,0.1,0.6,1.4,4.8
253,Zach LaVine\lavinza01,SG,26,CHI,21,21,34.7,9.3,19.3,.484,2.9,7.5,.389,6.4,11.8,.544,.559,3.8,4.3,.868,0.4,4.8,5.1,3.7,0.5,0.3,2.7,1.5,25.3
254,Jake Layman\laymaja01,SF,27,MIN,7,0,4.9,0.4,1.4,.300,0.1,0.6,.250,0.3,0.9,.333,.350,0.0,0.0,,0.1,0.6,0.7,0.0,0.1,0.1,0.3,0.1,1.0
255,Damion Lee\leeda03,SG,29,GSW,15,0,21.0,3.3,7.5,.438,1.3,3.6,.352,2.0,3.9,.517,.522,1.1,1.4,.810,0.3,2.5,2.9,1.2,0.2,0.1,0.7,1.3,8.9
256,Saben Lee\leesa01,PG,22,DET,8,0,11.6,1.3,3.6,.345,0.3,1.5,.167,1.0,2.1,.471,.379,0.8,1.3,.600,0.1,1.4,1.5,1.4,0.9,0.1,0.6,0.5,3.5
257,Alex Len\lenal01,C,28,SAC,13,3,17.0,2.5,4.5,.542,0.4,0.8,.455,2.1,3.7,.563,.585,1.3,1.9,.680,0.9,3.2,4.1,1.1,0.2,1.2,1.1,3.1,6.6
258,Caris LeVert\leverca01,SG,27,IND,14,14,26.0,6.1,14.1,.431,1.3,4.5,.286,4.8,9.6,.500,.477,1.4,2.0,.714,0.3,2.6,2.9,2.9,0.7,0.5,1.6,2.1,14.9
259,Kira Lewis Jr.\lewiski01,PG,20,NOP,19,0,14.8,2.5,6.5,.382,0.6,2.6,.224,1.9,3.9,.486,.427,0.3,0.4,.714,0.3,1.5,1.8,2.1,0.5,0.0,1.3,0.9,5.8
260,Damian Lillard\lillada01,PG,31,POR,19,19,35.9,7.5,18.7,.399,2.8,9.4,.303,4.6,9.4,.494,.475,4.2,4.6,.909,0.4,3.4,3.8,7.9,0.7,0.4,2.6,1.5,22.0
261,Nassir Little\littlna01,SF,21,POR,20,2,22.2,3.1,6.3,.492,1.0,3.0,.322,2.2,3.4,.642,.567,1.2,1.5,.828,1.5,3.9,5.3,0.7,0.8,0.7,1.0,2.2,8.4
262,Kevon Looney\looneke01,C,25,GSW,20,20,18.4,2.3,4.2,.542,0.0,0.0,,2.3,4.2,.542,.542,1.0,1.7,.559,2.5,4.2,6.6,1.1,0.6,0.8,0.7,2.4,5.5
263,Brook Lopez\lopezbr01,C,33,MIL,1,1,28.0,3.0,9.0,.333,2.0,4.0,.500,1.0,5.0,.200,.444,0.0,0.0,,2.0,3.0,5.0,0.0,1.0,3.0,0.0,3.0,8.0
264,Robin Lopez\lopezro01,C,33,ORL,8,1,15.1,2.8,4.6,.595,0.0,0.1,.000,2.8,4.5,.611,.595,1.3,2.0,.625,1.5,1.1,2.6,1.0,0.0,0.6,1.1,1.8,6.8
265,Didi Louzada\louzama01,SF,22,NOP,2,0,3.5,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
266,Kevin Love\loveke01,PF,33,CLE,12,0,20.5,3.4,9.1,.376,1.3,4.5,.278,2.2,4.6,.473,.445,2.3,2.4,.931,1.3,6.6,7.8,1.8,0.2,0.3,0.9,1.3,10.3
267,Kyle Lowry\lowryky01,PG,35,MIA,18,18,33.9,4.3,10.3,.419,1.9,6.2,.306,2.4,4.2,.587,.511,1.7,1.9,.912,0.6,4.4,5.0,7.4,1.2,0.3,3.1,2.8,12.3
268,Timothé Luwawu-Cabarrot\luwawti01,SF,26,ATL,14,0,3.8,0.5,1.5,.333,0.4,1.0,.357,0.1,0.5,.286,.452,0.4,0.4,.833,0.0,0.6,0.6,0.3,0.1,0.0,0.1,0.4,1.7
269,Trey Lyles\lylestr01,PF,26,DET,20,0,16.4,2.7,6.2,.431,0.9,3.0,.305,1.8,3.2,.547,.504,1.8,2.4,.766,1.4,2.9,4.3,0.8,0.3,0.2,1.0,1.4,8.0
270,Théo Maledon\maledth01,PG,20,OKC,10,0,14.1,0.8,3.7,.216,0.3,2.4,.125,0.5,1.3,.385,.257,0.7,0.8,.875,0.4,1.4,1.8,1.2,0.2,0.0,1.1,0.8,2.6
271,Sandro Mamukelashvili\mamuksa01,PF,22,MIL,10,0,7.0,0.8,1.7,.471,0.3,0.7,.429,0.5,1.0,.500,.559,0.2,0.3,.667,0.4,0.7,1.1,0.2,0.0,0.1,0.2,0.5,2.1
272,Terance Mann\mannte01,SF,25,LAC,19,0,28.4,3.5,7.8,.450,1.1,2.9,.382,2.4,4.9,.489,.520,1.6,1.9,.833,1.4,3.6,4.9,2.4,0.8,0.1,1.2,2.3,9.7
273,Tre Mann\manntr01,PG,20,OKC,11,0,11.5,2.2,5.2,.421,0.6,1.8,.350,1.5,3.4,.459,.482,0.4,0.7,.500,0.5,0.8,1.4,0.2,0.5,0.3,0.5,1.5,5.4
274,Boban Marjanović\marjabo01,C,33,DAL,9,0,5.0,2.0,2.9,.692,0.0,0.0,,2.0,2.9,.692,.692,0.6,1.1,.500,0.6,0.8,1.3,0.2,0.0,0.1,0.6,1.2,4.6
275,Lauri Markkanen\markkla01,PF,24,CLE,11,11,31.4,5.0,12.7,.393,2.1,6.7,.311,2.9,6.0,.485,.475,2.4,2.6,.897,1.5,5.0,6.5,1.2,1.0,0.7,0.9,1.2,14.5
276,Naji Marshall\marshna01,SF,24,NOP,15,0,13.1,1.3,3.8,.333,0.2,1.5,.136,1.1,2.3,.457,.360,1.5,1.8,.852,0.9,2.6,3.5,1.1,0.5,0.2,1.0,1.3,4.3
277,Caleb Martin\martica02,SF,26,MIA,17,0,16.4,2.0,4.6,.430,0.5,1.8,.267,1.5,2.9,.531,.481,0.6,1.1,.579,0.7,2.1,2.8,0.5,0.9,0.5,0.5,1.4,5.1
278,Cody Martin\martico01,SF,26,CHO,22,0,24.6,2.8,5.9,.477,0.9,1.9,.476,1.9,4.0,.477,.554,1.1,1.6,.714,1.3,2.9,4.1,2.2,1.3,0.5,0.4,1.7,7.7
279,Kelan Martin\martike03,SF,26,IND,15,1,16.9,3.0,7.1,.425,0.9,2.9,.302,2.1,4.2,.508,.486,0.4,0.6,.667,0.6,1.4,2.0,1.1,0.6,0.4,0.5,1.4,7.3
280,Kenyon Martin Jr.\martike04,SF,21,HOU,18,0,15.2,2.8,5.1,.543,0.4,1.3,.292,2.4,3.8,.632,.582,0.8,1.2,.667,0.6,2.3,2.9,0.8,0.4,0.5,0.4,0.7,6.7
281,Garrison Mathews\mathega01,SG,25,HOU,6,1,22.7,3.0,6.7,.450,2.2,5.8,.371,0.8,0.8,1.000,.613,1.3,1.8,.727,1.2,1.7,2.8,0.5,0.3,0.3,0.3,2.8,9.5
282,Tyrese Maxey\maxeyty01,PG,21,PHI,20,20,35.9,7.0,14.2,.491,1.3,3.3,.385,5.7,10.9,.523,.535,3.4,3.8,.882,0.3,3.3,3.6,4.9,0.8,0.6,1.4,2.5,18.5
283,Skylar Mays\mayssk01,SG,24,ATL,7,0,2.7,0.6,0.7,.800,0.1,0.3,.500,0.4,0.4,1.000,.900,0.7,0.7,1.000,0.0,0.3,0.3,0.1,0.0,0.0,0.3,0.3,2.0
284,Miles McBride\mcbrimi01,PG,21,NYK,6,0,1.3,0.2,1.5,.111,0.0,1.0,.000,0.2,0.5,.333,.111,0.0,0.0,,0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.3
285,CJ McCollum\mccolcj01,SG,30,POR,20,20,35.4,7.9,18.5,.428,3.3,8.3,.400,4.6,10.2,.451,.518,1.3,1.8,.694,1.2,3.2,4.4,4.4,1.1,0.7,2.0,2.1,20.4
286,T.J. McConnell\mccontj01,PG,29,IND,22,5,24.7,4.0,8.0,.503,0.3,1.1,.292,3.7,6.9,.536,.523,0.5,0.6,.769,0.8,2.7,3.5,5.0,1.0,0.4,1.2,1.9,8.8
287,Jaden McDaniels\mcdanja02,PF,21,MIN,20,11,25.3,2.6,6.2,.415,0.7,2.7,.264,1.9,3.5,.529,.472,0.4,0.6,.636,1.6,2.9,4.5,0.9,1.0,0.6,1.0,3.8,6.2
288,Jalen McDaniels\mcdanja01,SF,24,CHO,20,0,14.1,2.0,3.5,.565,1.0,2.0,.487,1.0,1.5,.667,.703,0.7,1.2,.609,0.7,2.6,3.2,1.0,0.4,0.2,0.6,1.6,5.6
289,Doug McDermott\mcderdo01,PF,30,SAS,12,12,25.6,3.9,8.8,.448,2.1,4.8,.439,1.8,4.0,.458,.567,0.5,0.8,.667,0.4,1.8,2.3,1.2,0.2,0.0,0.7,1.3,10.4
290,JaVale McGee\mcgeeja01,C,34,PHO,20,6,16.4,4.5,6.8,.662,0.0,0.0,,4.5,6.8,.662,.662,1.2,1.9,.632,2.3,5.0,7.3,0.7,0.4,1.0,1.6,2.6,10.2
291,Rodney McGruder\mcgruro01,SG,30,DET,8,0,5.4,0.6,1.6,.385,0.3,0.9,.286,0.4,0.8,.500,.462,0.3,0.3,1.000,0.3,0.5,0.8,0.4,0.0,0.1,0.0,0.1,1.8
292,JaQuori McLaughlin\mclauja01,PG,24,DAL,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
293,Jordan McLaughlin\mclaujo01,PG,25,MIN,16,0,10.3,0.7,2.3,.306,0.2,1.1,.176,0.5,1.2,.421,.347,0.3,0.4,.714,0.1,0.7,0.8,2.1,0.6,0.0,0.7,0.4,1.9
294,Ben McLemore\mclembe01,SG,28,POR,5,0,6.6,1.2,3.0,.400,1.0,2.8,.357,0.2,0.2,1.000,.567,0.4,0.4,1.000,0.2,0.0,0.2,0.2,0.0,0.0,0.6,0.4,3.8
295,De'Anthony Melton\meltode01,SG,23,MEM,17,12,25.3,3.8,9.5,.395,1.9,5.1,.368,1.9,4.4,.427,.494,0.6,0.8,.786,0.7,3.1,3.8,2.4,1.5,0.7,1.5,1.8,10.1
296,Sam Merrill\merrisa01,SG,25,MEM,6,0,9.7,1.3,4.0,.333,1.2,3.8,.304,0.2,0.2,1.000,.479,0.3,0.7,.500,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2
297,Chimezie Metu\metuch01,C,24,SAC,10,7,22.0,2.9,8.3,.349,1.2,4.7,.255,1.7,3.6,.472,.422,1.0,1.3,.769,0.9,5.7,6.6,1.2,0.7,0.7,1.3,1.3,8.0
298,Khris Middleton\middlkh01,SF,30,MIL,13,13,30.0,5.9,14.1,.421,1.8,5.8,.320,4.1,8.3,.491,.486,3.2,3.7,.854,0.3,4.8,5.2,4.8,1.5,0.2,3.0,1.8,16.8
299,Patty Mills\millspa02,PG,33,BRK,20,6,27.9,4.3,9.3,.465,3.2,6.4,.500,1.1,2.9,.386,.638,0.5,0.6,.909,0.3,1.5,1.8,2.5,0.5,0.2,0.9,1.5,12.3
300,Paul Millsap\millspa01,PF,36,BRK,15,0,10.9,1.0,2.9,.349,0.3,1.4,.238,0.7,1.5,.455,.407,0.5,0.7,.727,0.7,2.6,3.3,0.7,0.2,0.3,0.5,2.1,2.9
301,Shake Milton\miltosh01,PG,25,PHI,15,4,25.8,4.7,10.2,.458,0.9,3.0,.289,3.8,7.2,.528,.500,1.8,2.0,.900,0.7,2.6,3.3,3.1,0.5,0.4,1.2,2.0,12.0
302,Davion Mitchell\mitchda01,PG,23,SAC,21,0,25.4,3.6,9.6,.376,1.0,3.9,.268,2.6,5.7,.450,.431,0.7,1.1,.609,0.8,2.0,2.7,3.5,0.7,0.2,1.0,2.4,9.0
303,Donovan Mitchell\mitchdo01,SG,25,UTA,19,19,32.2,8.5,20.1,.425,2.9,9.1,.320,5.6,11.0,.512,.497,2.9,3.3,.873,1.1,3.4,4.4,5.1,1.7,0.2,2.9,2.6,22.8
304,Evan Mobley\mobleev01,PF,20,CLE,16,16,33.8,5.8,11.8,.489,0.6,1.9,.333,5.1,9.9,.519,.516,2.4,3.1,.760,1.8,6.3,8.1,2.5,0.9,1.8,1.8,1.9,14.5
305,Malik Monk\monkma01,SG,23,LAL,22,2,23.9,3.5,7.8,.450,1.5,4.5,.333,2.0,3.3,.611,.547,0.9,1.0,.826,0.4,2.2,2.5,2.1,0.7,0.3,1.3,1.4,9.4
306,Moses Moody\moodymo01,SG,19,GSW,15,0,5.9,0.7,1.8,.370,0.1,1.0,.133,0.5,0.8,.667,.407,0.1,0.1,.500,0.1,0.7,0.7,0.2,0.0,0.1,0.1,0.3,1.5
307,Ja Morant\moranja01,PG,22,MEM,19,19,32.6,8.9,18.8,.476,1.6,4.6,.356,7.3,14.2,.515,.520,4.6,5.9,.777,1.3,4.3,5.6,6.8,1.6,0.3,3.2,1.3,24.1
308,Marcus Morris\morrima03,PF,32,LAC,5,5,28.6,3.6,10.0,.360,1.4,5.2,.269,2.2,4.8,.458,.430,1.0,1.2,.833,0.4,3.0,3.4,1.6,0.6,0.6,1.6,3.4,9.6
309,Markieff Morris\morrima02,PF,32,MIA,10,0,18.7,3.2,7.0,.457,0.8,2.2,.364,2.4,4.8,.500,.514,0.5,0.5,1.000,1.3,1.5,2.8,1.4,0.3,0.1,1.2,2.2,7.7
310,Monte Morris\morrimo01,PG,26,DEN,19,19,29.6,4.9,10.8,.456,1.3,3.8,.329,3.7,7.0,.526,.515,0.3,0.4,.625,0.3,2.3,2.6,4.2,0.8,0.1,1.4,1.7,11.4
311,Mychal Mulder\muldemy01,PG,27,ORL,9,1,11.7,1.3,5.0,.267,1.0,3.3,.300,0.3,1.7,.200,.367,0.2,0.2,1.000,0.2,0.9,1.1,0.1,0.2,0.1,0.3,0.7,3.9
312,Trey Murphy III\murphtr02,SF,21,NOP,21,0,15.5,1.6,4.4,.355,1.2,3.3,.377,0.3,1.1,.292,.495,0.4,0.5,.900,0.7,1.8,2.4,0.6,0.3,0.2,0.5,1.1,4.8
313,Dejounte Murray\murrade01,PG,25,SAS,18,18,34.8,8.1,18.0,.448,1.2,3.9,.314,6.8,14.1,.484,.481,1.6,2.4,.674,0.8,7.6,8.4,8.1,2.1,0.5,2.4,2.0,18.9
314,Mike Muscala\muscami01,C,30,OKC,15,0,14.4,2.6,5.8,.448,1.6,3.7,.436,1.0,2.1,.469,.586,1.5,1.9,.793,0.4,2.8,3.2,0.6,0.4,0.7,0.5,1.3,8.3
315,Svi Mykhailiuk\mykhasv01,SF,24,TOR,21,3,18.9,2.6,5.9,.444,1.1,3.3,.348,1.5,2.6,.564,.540,0.9,1.0,.900,0.6,2.0,2.6,1.1,0.8,0.1,0.7,1.3,7.2
316,Abdel Nader\naderab01,SF,28,PHO,14,0,10.4,0.9,2.5,.343,0.3,1.0,.286,0.6,1.5,.381,.400,0.4,0.7,.600,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4
317,Larry Nance Jr.\nancela02,PF,29,POR,20,0,19.3,2.7,4.9,.546,0.6,1.6,.355,2.1,3.3,.636,.603,0.8,1.2,.652,1.6,3.6,5.1,1.5,0.8,0.5,0.9,1.5,6.6
318,RJ Nembhard\nembhrj01,SG,22,CLE,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
319,Aaron Nesmith\nesmiaa01,SF,22,BOS,17,0,9.2,0.9,3.0,.314,0.5,2.2,.211,0.5,0.8,.615,.392,0.1,0.1,1.000,0.4,1.1,1.5,0.3,0.2,0.0,0.5,1.1,2.5
320,Raul Neto\netora01,PG,29,WAS,19,0,20.1,3.1,6.6,.472,0.4,1.6,.267,2.7,5.0,.537,.504,1.1,1.5,.714,0.1,1.9,1.9,2.5,0.8,0.1,1.4,1.8,7.7
321,Georges Niang\niangge01,PF,28,PHI,20,4,25.5,4.1,9.4,.433,2.2,5.6,.393,1.9,3.8,.493,.551,1.1,1.2,.917,0.3,2.5,2.8,1.8,0.7,0.3,0.8,2.9,11.4
322,Zeke Nnaji\nnajize01,PF,21,DEN,7,0,11.4,2.4,4.9,.500,1.3,2.1,.600,1.1,2.7,.421,.632,0.9,1.4,.600,1.3,2.6,3.9,0.0,0.0,0.4,0.6,0.6,7.0
323,Nerlens Noel\noelne01,C,27,NYK,8,3,24.8,1.8,3.4,.519,0.0,0.3,.000,1.8,3.1,.560,.519,1.1,1.1,1.000,2.5,3.9,6.4,0.8,1.3,1.6,1.3,3.5,4.6
324,Jaylen Nowell\nowelja01,SG,22,MIN,9,0,5.7,1.1,3.4,.323,0.1,0.9,.125,1.0,2.6,.391,.339,0.2,0.2,1.000,0.3,0.7,1.0,1.0,0.3,0.2,0.1,0.1,2.6
325,Frank Ntilikina\ntilila01,PG,23,DAL,15,0,14.2,1.8,5.0,.360,0.9,2.6,.359,0.9,2.4,.361,.453,0.8,0.8,1.000,0.2,1.7,1.9,1.5,0.7,0.2,0.7,1.2,5.3
326,Jusuf Nurkić\nurkiju01,C,27,POR,20,20,24.5,4.7,8.0,.581,0.2,0.8,.188,4.5,7.2,.625,.591,2.5,3.3,.758,2.5,8.4,10.9,2.3,1.3,0.6,2.0,2.9,12.0
327,David Nwaba\nwabada01,SF,29,HOU,15,0,11.7,1.5,3.5,.442,0.1,0.9,.077,1.5,2.6,.564,.452,0.9,1.5,.636,0.5,2.5,3.1,0.7,0.7,0.3,0.5,1.0,4.1
328,Jordan Nwora\nworajo01,SF,23,MIL,19,0,19.2,2.8,7.2,.394,1.3,3.7,.352,1.5,3.5,.439,.485,0.6,0.7,.846,0.5,3.0,3.5,1.2,0.2,0.5,1.3,1.1,7.6
329,Royce O'Neale\onealro01,SF,28,UTA,19,19,31.0,2.8,6.1,.461,1.5,4.2,.354,1.3,1.9,.694,.583,0.5,0.8,.667,0.9,3.8,4.7,2.1,1.7,0.8,1.2,2.3,7.6
330,Semi Ojeleye\ojelese01,PF,27,MIL,11,0,19.8,1.1,4.3,.255,0.5,2.5,.214,0.5,1.7,.316,.319,0.3,0.5,.600,1.9,1.7,3.6,0.4,0.4,0.5,0.5,1.5,3.0
331,Chuma Okeke\okekech01,PF,23,ORL,15,0,20.8,2.7,7.1,.377,0.7,3.3,.224,1.9,3.8,.509,.429,1.2,1.4,.857,0.7,3.3,4.0,1.1,0.7,0.2,0.8,1.3,7.3
332,Josh Okogie\okogijo01,SG,23,MIN,12,4,14.4,1.0,2.8,.353,0.3,1.0,.250,0.8,1.8,.409,.397,0.7,1.3,.500,1.0,1.6,2.6,0.9,0.7,0.3,0.7,1.2,2.9
333,Isaac Okoro\okorois01,SF,21,CLE,13,9,29.9,2.8,7.8,.356,0.6,3.2,.195,2.2,4.6,.467,.396,1.4,2.0,.692,1.6,2.9,4.5,1.8,0.9,0.2,1.1,2.4,7.5
334,KZ Okpala\okpalkz01,PF,22,MIA,8,0,5.9,0.5,1.9,.267,0.1,1.0,.125,0.4,0.9,.429,.300,0.3,0.3,1.000,0.5,0.9,1.4,0.3,0.1,0.0,0.0,0.5,1.4
335,Kelly Olynyk\olynyke01,C,30,DET,10,1,23.0,4.5,9.8,.459,1.4,4.1,.341,3.1,5.7,.544,.531,2.1,3.5,.600,1.3,4.0,5.3,2.3,1.4,0.7,1.5,2.7,12.5
336,Eugene Omoruyi\omorueu01,SF,24,DAL,2,0,5.0,1.0,2.0,.500,0.5,1.0,.500,0.5,1.0,.500,.625,1.0,2.0,.500,0.5,2.0,2.5,0.5,0.0,0.0,0.0,0.5,3.5
337,Miye Oni\onimi01,SG,24,UTA,9,0,3.1,0.1,0.3,.333,0.0,0.2,.000,0.1,0.1,1.000,.333,0.0,0.1,.000,0.0,0.4,0.4,0.3,0.0,0.0,0.1,0.3,0.2
338,Cedi Osman\osmande01,SF,26,CLE,17,0,22.2,4.1,8.6,.469,2.5,5.9,.430,1.5,2.8,.553,.616,1.0,1.4,.708,0.4,2.5,2.9,1.6,0.7,0.2,0.8,1.6,11.6
339,Kelly Oubre Jr.\oubreke01,SF,26,CHO,22,5,27.0,5.4,12.3,.439,2.6,7.0,.370,2.8,5.3,.530,.544,1.3,1.9,.690,1.3,2.8,4.0,0.9,0.8,0.3,0.9,2.5,14.7
340,Kevin Pangos\pangoke01,PG,29,CLE,5,0,2.6,0.2,0.6,.333,0.2,0.4,.500,0.0,0.2,.000,.500,0.2,0.4,.500,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.4,0.8
341,Jabari Parker\parkeja01,PF,26,BOS,7,0,10.9,1.9,3.4,.542,0.7,1.3,.556,1.1,2.1,.533,.646,0.9,0.9,1.000,0.4,2.0,2.4,0.6,0.4,0.1,0.7,1.6,5.3
342,Eric Paschall\pascher01,PF,25,UTA,18,0,12.7,1.3,3.1,.411,0.5,1.9,.257,0.8,1.2,.667,.491,0.7,0.9,.706,0.7,1.3,2.0,0.8,0.1,0.2,0.6,0.9,3.7
343,Chris Paul\paulch01,PG,36,PHO,20,20,31.9,5.1,10.7,.472,1.1,3.2,.349,4.0,7.6,.523,.523,3.3,3.9,.846,0.3,3.8,4.1,10.1,2.0,0.3,2.3,1.9,14.5
344,Cameron Payne\payneca01,PG,27,PHO,15,0,17.7,3.3,8.6,.380,1.1,3.7,.291,2.2,4.9,.446,.442,2.1,2.5,.816,0.3,2.2,2.5,2.9,0.7,0.3,1.5,1.7,9.7
345,Elfrid Payton\paytoel01,PG,27,PHO,6,0,13.8,2.7,5.0,.533,0.0,0.2,.000,2.7,4.8,.552,.533,0.7,1.3,.500,0.8,2.3,3.2,2.8,0.5,0.0,1.2,1.3,6.0
346,Gary Payton II\paytoga02,PG,29,GSW,19,1,14.1,2.5,3.7,.671,0.5,1.2,.391,2.0,2.5,.809,.736,0.9,1.4,.630,1.1,1.9,3.0,0.8,1.5,0.1,0.4,1.7,6.3
347,Jamorko Pickett\pickeja01,PF,24,DET,3,0,3.0,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0
348,Mason Plumlee\plumlma01,C,31,CHO,20,20,26.2,3.0,5.0,.596,0.0,0.0,,3.0,5.0,.596,.596,0.9,2.6,.346,2.6,4.7,7.3,2.8,0.9,1.0,1.2,3.0,6.8
349,Jakob Poeltl\poeltja01,C,26,SAS,11,10,29.0,5.7,9.1,.630,0.0,0.0,,5.7,9.1,.630,.630,0.9,2.5,.370,4.5,4.6,9.2,2.1,0.5,1.2,1.5,2.9,12.4
350,Aleksej Pokusevski\pokusal01,PF,20,OKC,19,0,14.9,2.0,5.7,.352,0.5,2.5,.213,1.5,3.2,.459,.398,0.3,0.4,.625,1.0,3.2,4.2,1.3,0.4,0.4,1.3,1.2,4.8
351,Yves Pons\ponsyv01,F,22,MEM,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
352,Jordan Poole\poolejo01,SG,22,GSW,20,20,30.2,6.6,14.6,.449,2.7,8.1,.335,3.9,6.6,.588,.541,2.3,2.5,.918,0.3,2.8,3.1,3.4,1.1,0.2,2.4,2.9,18.1
353,Kevin Porter Jr.\porteke02,PG,21,HOU,16,16,31.8,4.6,12.5,.370,1.8,5.7,.319,2.8,6.8,.413,.443,2.4,3.8,.623,0.9,3.6,4.5,5.8,1.3,0.4,4.3,2.4,13.4
354,Michael Porter Jr.\portemi01,SF,23,DEN,9,9,29.4,4.1,11.4,.359,1.1,5.3,.208,3.0,6.1,.491,.408,0.6,1.0,.556,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9
355,Otto Porter\porteot01,PF,28,GSW,18,0,18.2,2.5,5.3,.469,1.6,3.8,.426,0.9,1.6,.571,.620,0.7,0.9,.750,0.8,3.8,4.7,1.1,0.9,0.4,0.7,1.2,7.3
356,Bobby Portis\portibo01,C,26,MIL,16,12,27.9,6.0,12.3,.490,2.0,4.5,.444,4.0,7.8,.516,.571,1.4,1.8,.786,2.6,5.8,8.4,1.4,0.7,0.9,1.6,2.5,15.4
357,Kristaps Porziņģis\porzikr01,PF,26,DAL,13,13,30.8,7.2,15.8,.456,1.8,5.6,.329,5.4,10.2,.526,.515,4.2,4.7,.885,2.5,5.5,8.1,2.0,1.0,1.5,1.5,2.5,20.5
